Training Material for the Foreign Employees	外籍员工培训教材	sample1-en-sample1-zh
Through the financial restructuring, ICBC obviously lifted its capital adequacy ratio and provisioning coverage ratio and largely reduced its non-performing loan ratio (See Figure 1-1). The long-term issues about capital and non-performing assets bottlenecking the development of ICBC were properly solved, creating conditions for the further deepened joint-stock reform.	通过财务重组，工商银行的资本充足率和拨备覆盖率得到显著提升，不良贷款率大幅下降（见图1-1），长期困扰工商银行发展的资本金和不良资产的问题得到妥善解决，为股份制改造的进一步深化创造了条件。	sample1-en-sample1-zh
Figure 1-1 Indicator Comparisons before and after the Financial Restructuring of ICBC	图1-1 工商银行财务重组前后指标对比	sample1-en-sample1-zh
2. Improvement of the governance structure and establishment of a joint-stock limited company	2．完善治理结构，组建股份有限公司	sample1-en-sample1-zh
Pursuant to the requirements of the Company Law and other laws and regulations, ICBC sets up the Shareholders’ General Meeting, the Board of Directors, the Board of Supervisors and the Senior Management on the principles of “separate establishment of the Shareholders’ General Meeting, the Board of Directors and the Board of Supervisors, separation of the three powers, effective restrictions and coordinated development”. It has built a normative organizational structure and corporate governance mechanism for a joint-stock commercial bank, guaranteed the independent operation and effective check and balance of each party based on the scientific and efficient decision-making, implementation and supervisory mechanism, and established a joint-stock limited company upon the approval of relevant national management authorities.	根据《公司法》等法律法规的要求，工商银行按照“三会分设、三权分立、有效制约、协调发展”的原则设立了股东大会、董事会、监事会、高级管理层，着手建立了规范的股份制商业银行组织机构和公司治理机制，以科学、高效的决策、执行和监督机制，确保各方独立运作、有效制衡，并在国家相关管理机构的批准之下设立股份有限公司。	sample1-en-sample1-zh
With the MOF and Huijin as the promoters, the Industrial and Commercial Bank of China Limited was established on October 25, 2005. All of the businesses, assets and liabilities of Industrial and Commercial Bank of China were assumed by Industrial and Commercial Bank of China Limited upon the conversion.	2005年10月25日，中国财政部和中央汇金投资有限责任公司共同发起设立了中国工商银行股份有限公司，新成立的中国工商银行股份有限公司完整承继了原工商银行的资产、负债和所有业务。	sample1-en-sample1-zh
3. Introduction of strategic investors	3．引进战略投资者	sample1-en-sample1-zh
After a comprehensive consideration, ICBC chose the Goldman Sachs investment group consisting of The Goldman Sachs Group, Inc., Allianz Group and American Express Company as the strategic investors.	经过综合权衡，工商银行确定由高盛集团、安联集团及美国运通公司组成的高盛投资团为战略投资者。	sample1-en-sample1-zh
Based on the bilateral agreement, the Goldman Sachs investment group contributed USD3.78 billion to buy the newly issued shares by ICBC, and all the strategic investors undertook to launch extensive cooperation with ICBC in relevant operations and management areas.	根据双方签订的协议，高盛投资团出资37.8亿美元购买工商银行新发行的股份，各战略投资者承诺在相关业务和管理领域与工商银行广泛合作。	sample1-en-sample1-zh
Later, ICBC also entered into an agreement on strategic investment and cooperation with the National Council for Social Security Fund (“SSE”). SSF subscribed for newly issued shares of ICBC for an aggregate consideration of approximately RMB18.0 billion.	此后，工商银行还与全国社会保障基金理事会达成了战略投资与合作协议，后者出资180亿元人民币购买工商银行新发行股份。	sample1-en-sample1-zh
As a result, ICBC has preliminarily established a diversified equity structure (Figure 1-2), laying a good foundation for conducting the deep-level strategic cooperation and improving the corporate governance mechanism subsequently.	由此，工商银行初步确立了多元化的股权结构（图1-2），为下一步开展深层次的战略合作、完善公司治理机制打下了良好基础。	sample1-en-sample1-zh
Figure 1-2 Equity Structure of ICBC after the Introduction of Strategic Investors	图1-2 引入战略投资者后工商银行的股权结构	sample1-en-sample1-zh
4. Centennial IPO	4．世纪IPO	sample1-en-sample1-zh
On October 27, 2006, ICBC offered the A and H shares simultaneously in Hong Kong and Shanghai.	2006年10月27日，工商银行在香港和上海成功实现A＋H同步IPO。	sample1-en-sample1-zh
This IPO raised a total of USD22 billion funds, creating the then highest financing record.	此次IPO共募集资金220亿美元，创下了当时的最高融资规模记录。	sample1-en-sample1-zh
ICBC thus completed the transformation from a solely state-invested commercial bank to a state-owned public holding company. This IPO marked that ICBC began to accept the domestic and overseas capital market tests and shareholders’ selections, and it walked toward a well-performed financial enterprise with normative corporate governance structure and “transparent operation”. II.	完成由国有独资商业银行向国有控股公众公司的蜕变，标志着工商银行开始接受国内外资本市场检验和股东选择，向具有规范的公司治理架构并实施“透明经营”的绩优金融企业迈进。	sample1-en-sample1-zh
Historical Achievement	二、历史成就	sample1-en-sample1-zh
Through almost 30 years’ reform and development, especially through the joint-stock reform and public offering, ICBC has transformed to a modern financial enterprise with complete governance, established a diversified and globalized modern financial services system, grown to be a listed bank boasting good quality and efficiency and robust sustainable development capability and walked onto the track of building an internationally first-class financial enterprise.	经过近30年的改革发展，特别是经过股份制改革和公开上市，工商银行转变为一家治理完善的现代金融企业，构建起多元化、全球化的现代金融服务体系，成长为质量效益良好、可持续发展能力强劲的上市银行，踏上了建设国际一流现代金融企业的征程。	sample1-en-sample1-zh
i. Comprehensive establishment of the modern financial enterprise system	（一）全面确立现代金融企业制度	sample1-en-sample1-zh
Through the exploration and practice of several generations of ICBC personnel, ICBC has completed the historic transformation from a state-owned specialized bank to a state-owned commercial bank and then to an international publicly-holding company.	经过几代工行人的探索实践，工商银行完成了从国有专业银行到国有商业银行，再到国际公众持股公司的历史性跨越。	sample1-en-sample1-zh
Via the joint-stock reform, ICBC has established a modern corporate governance framework consisting of the Shareholders’ General Meeting, the Board of Directors, the Board of Supervisors and the Senior Management, and formed a corporate operation mechanism of scientific decision-making, potent execution and effective supervision.	通过股份制改革，工商银行搭建起了由股东大会、董事会、监事会、高管层组成的现代公司治理结构，形成了决策科学、执行有力、监督有效的公司运行机制。	sample1-en-sample1-zh
Meanwhile, it, in line with the requirements and regulatory standards of modern financial enterprise system, has built a relatively complete capital management system, assets & liabilities management system, fund operation system, as well as prudent, normative and transparent finance & accounting system; constructed a relatively independent internal audit and control system, as well as an enterprise risk management system with coverage of credit, market, liquidity and operational risks; continued to improve the organizational system of modern commercial bank by establishing the market-oriented and new-typed human resource management system and compensation distribution system.	同时，按照现代金融企业制度的要求和监管标准，建立了较为完善的资本管理制度、资产负债管理体系、资金营运体系以及审慎、规范、透明的财务会计制度；构建起相对独立的内部审计与控制体系以及能够覆盖信用风险、市场风险、流动性风险和操作风险的全面风险管理体系；不断完善现代商业银行的组织机构体系，构建了市场化的新型人力资源管理体制和薪酬分配制度。	sample1-en-sample1-zh
The establishment and improvement of modern financial enterprise system have guaranteed the bank-wide scientific management, sound operation and scientific development.	现代金融企业制度的建立和完善，保证了全行科学管理、稳健经营和科学发展。	sample1-en-sample1-zh
ii. Rapid development of all kinds of businesses	（二）各项业务快速发展	sample1-en-sample1-zh
The enlarging customer circle, increasingly diversified business structure, constantly enhanced innovative capability and continuously improved internal management enable ICBC have realized the sustained, rapid and healthy development of all kinds of businesses. It continues to be a market leader not only in terms of such basic business areas as deposits and loans, but also establishes the leading edges in a majority of emerging business areas.	不断扩大的客户基础、日益多元的业务结构、持续增强的创新能力以及不断完善的内部管理，让工商银行实现了各项业务的持续快速健康发展，不仅在存贷款等基础业务领域继续保持市场领导地位，而且在绝大多数新兴业务领域确立了领先优势。	sample1-en-sample1-zh
Total assets increased by 57-folds from RMB272.8 billion upon founding in 1984 to RMB15.5 trillion in 2011; various deposits added by 73-folds from RMB169.6 billion to RMB12.3 trillion; various loans grew by 31-folds from RMB247 billion to RMB7.6 trillion; credit cards, first issued in 1989, exceeded 70 million in number by the end of 2011, thus the bank has become the top credit card issuer in China; through one decade’s development, asset custody service had over RMB3 trillion assets under custody, thus the bank has become China’s first asset custodian; e-banking was initially introduced in 1998, and its trading volume represented 70.1% of total business volume by 2011, making the bank become the largest electronic bank.	总资产从1984年成立时的2728亿元，发展到2011年的15.5万亿元，增长了57倍；各项存款从1696亿元增长到12.3万亿元，增长了73倍；各项贷款从2470亿元增长到7.6万亿元，增长了31倍；信用卡从1989年开始发行，到2011年末已经突破了7000万张，成为中国第一信用卡发卡行；资产托管业务经过十年的发展，托管规模已经突破3万亿元，是中国第一资产托管银行；电子银行业务自1998年开办以来，2011年电子银行交易量占总业务量的比例达到70.1%，是中国最大的电子银行。	sample1-en-sample1-zh
Such emerging businesses as wealth management, enterprise annuity, investment banking and cash management introduced in recent years develop fast, and the Bank has developed to be a market leader in emerging businesses gradually.	近年来推出的理财、企业年金、投资银行、现金管理等新兴业务发展迅速，逐渐成为新兴业务的市场领导者。	sample1-en-sample1-zh
Its business scope has expanded from traditional basic businesses including deposits, loans and remittance to many business areas including money market, capital market and insurance market. Therefore, ICBC has grown to be a banking institution with the strongest financial service supply capability in China.	业务范围从成立初期的存贷汇等传统基础业务，发展到覆盖货币市场、资本市场、保险市场等多业务领域，成长为中国金融服务供给能力最强的银行机构。	sample1-en-sample1-zh
iii. Walked on the track of internationalization and integration	（三）迈出国际化、综合化步伐	sample1-en-sample1-zh
In early 1990s, ICBC has started the exploration of internationalization and integration, and gained manifest achievement through the innovation development of more than one decade.	20世纪90年代初，工商银行开始了国际化、综合化的探索实践，经过十多年的创新发展，取得了显著的成就。	sample1-en-sample1-zh
It set up the first overseas institution in 1992 and had 239 overseas institutions by 2011, basically establishing the globalized service network covering major international financial hubs in the world and major trade partners of China.	从1992年设立第一家海外机构，到2011年已经拥有境外机构网点239家，基本形成覆盖世界主要国际金融中心和我国主要经贸往来地区的全球化服务网络。	sample1-en-sample1-zh
Meanwhile, by establishing non-banking financial subsidiaries at home and abroad, ICBC successively founded ICBCCS, ICBC Leasing, ICBC International and ICBC-AXA Assurance, successfully entering the fund, leasing, investment banking and insurance business areas and gradually forming a cross-market integrated financial service system with commercial banking service as the pillar.	与此同时，通过在境内外成立非银行金融子公司的方式，先后组建设立了工银瑞信、工银租赁、工银国际、工银安盛，成功进入基金、租赁、投资银行和保险业务领域，逐步形成以商业银行业务为主体、跨市场的综合化金融服务体系。	sample1-en-sample1-zh
iv. Improved asset quality and enhanced profitability	（四）资产质量改善、盈利能力提升	sample1-en-sample1-zh
With the continuously deepened reform and strengthened management, ICBC has fundamentally improved its asset quality, which not only ridded the non-performing loans during the transition of economic reform, but also completed the credit risk prevention mechanism at the level of system.	随着改革的持续深化和管理的不断加强，工商银行的资产质量得到根本改善，不仅彻底解决了经济体制转轨过程中形成的不良贷款包袱，而且从制度上完善了信用风险防范机制。	sample1-en-sample1-zh
By the end of 2011, the balance and ratio of non-performing loans of ICBC had been reduced for 12 straight years, with the latter down to 0.94%.	截至2011年末，工商银行不良贷款余额和不良贷款率连续12年实现“双下降”，不良贷款率降至0.94%。	sample1-en-sample1-zh
The rapid development of various businesses and ever improved business management level has greatly lifted the profitability of ICBC.	各项业务的快速发展，经营管理水平的不断提升，极大提高了工商银行的盈利能力。	sample1-en-sample1-zh
Under IFRS, since 2006, ICBC has reported an annual average compounded growth rate of 32.9% in after-tax profit and made an after-tax profit of RMB208.45 billion in 2011, thus being the most profitable bank globally for three consecutive years.	按国际会计准则计算，自2006年以来，工商银行税后利润年均复合增长率达到32.9%，2011年实现税后利润2084.5亿元，连续三年成为全球最盈利银行。	sample1-en-sample1-zh
Robust profit growth ability has resulted in the rapid increase in corporate value and shareholders’ return.	强劲的盈利增长能力使公司价值和股东回报呈现快速增长。	sample1-en-sample1-zh
ICBC has been among the international leading banks in terms of ROE and ROA.	权益回报率和总资产回报率已经达到国际先进银行的水平。	sample1-en-sample1-zh
It has greatly enhanced the profit-making sustainability. The percentage of non-interest income has increased from less than 1% upon founding to 23.7% in 2011, where, that of net fee and commission income in net operating income has reached 21.4%.	盈利的可持续性大大增强，非利息收入占比从成立初期的不到1%增长到2011年的23.7%，其中净手续费和佣金收入占营业净收入的比重达到了21.4%。	sample1-en-sample1-zh
v. Constantly improved financial service level	（五）金融服务水平不断完善	sample1-en-sample1-zh
Upholding the concept of “being customer-centric and creating value through service”, ICBC has achieved innovative development in all aspects such as business, product, channel and process.	秉承“以客户为中心、服务创造价值”的理念，工商银行从业务、产品、渠道、流程等各方面不断创新发展。	sample1-en-sample1-zh
By the end of 2011, it set up 16,900 operating institutions at home and abroad, owned a developed e-banking service network consisting of 13,772 self-service banking centers, 59,140 ATMs, as well as internet banking, telephone banking and mobile banking, and provided quality financial services for 282 million personal customers and 4.11 million corporate customers worldwide.	截至2011年末，在国内外共设有1.69万个经营机构，拥有由13772家自助银行中心、59140台自动柜员机以及网上银行、电话银行、手机银行等组成的发达的电子银行服务网络，为全球2.82亿个人客户和411万户公司客户提供优质的金融服务。	sample1-en-sample1-zh
In recent years, ICBC has systematically made improvement in distribution channels, business processes, IT systems, management systems and service patterns, in order to enhance the customer experience and service quality. Section Two	近年来，工商银行还从分销渠道、业务流程、IT系统、管理体制和服务模式等方面系统加以改进，改善客户体验，提升服务品质。	sample1-en-sample1-zh
Corporate Governance Framework	第二节 公司治理架构	sample1-en-sample1-zh
I. Summary of ICBC’s Corporate Governance	一、工商银行公司治理概述	sample1-en-sample1-zh
Since the joint-stock reform, ICBC has made constant efforts to improve the corporate governance framework comprising the Shareholders’ General Meeting, the Board of Directors, the Board of Supervisors and the Senior Management, and optimized responsibilities of the authority organ, decision-making organ, supervisory organ and executive organ. As a result, the operation mechanism featuring clearly defined responsibilities and accountability, coordination and effective checks and balances has been in place.	股改以来，工商银行不断完善由股东大会、董事会、监事会、高级管理层组成的公司治理架构，优化权力机构、决策机构、监督机构和执行机构之间职责，形成了权责分明、各司其职、相互协调、有效制衡的运作机制。	sample1-en-sample1-zh
Figure 1-3 Corporate Governance Framework Chart of ICBC	图1-3 工商银行公司治理架构图	sample1-en-sample1-zh
II. Basic Corporate Governance Framework	二、公司治理基本架构	sample1-en-sample1-zh
As the authority organ of ICBC, the Shareholders’ General Meeting involves all shareholders.	股东大会是工商银行的权力机构，由全体股东组成。	sample1-en-sample1-zh
The Shareholders’ General Meeting is responsible for, among others, deciding on business policies and material investment plans of ICBC; considering and approving the proposals on the annual financial budget, final accounts, profit distribution plans and loss recovery plans, electing and replacing directors, shareholder supervisors and external supervisors; considering and approving the work report of the Board of Directors and the work report of the Board of Supervisors; adopting resolutions on merger, division, dissolution, liquidation, change of corporate form, increase or decrease of registered capital, issuance and listing of corporate bonds or other negotiable securities and repurchase of stocks; and amending the Articles of Association of the Bank.	股东大会负责决定公司经营方针和重大投资计划，审议批准公司的年度财务预算、决算方案、利润分配方案和弥补亏损方案，选举和更换董事以及由股东代表出任的监事和外部监事，审议批准董事会工作报告和监事会工作报告，对公司合并、分立、解散、清算、变更公司形式、增加或者减少注册资本、公司债券或其他有价证券的发行及上市的方案、回购公司股票做出决议，修订公司章程等。	sample1-en-sample1-zh
As the decision-making organ of ICBC, the Board of Directors of ICBC is accountable to, and shall report to, the Shareholders’ General Meeting.	董事会是工商银行的决策机构，向股东大会负责并报告工作。	sample1-en-sample1-zh
The Board of Directors is responsible for, among others, convening the Shareholders’ General Meeting; implementing resolutions of the Shareholders’ General Meeting; deciding on business plans, investment plans and development strategies of ICBC; formulating annual financial budgets and final accounts of ICBC; formulating profit distribution plans and loss recovery plans; formulating proposals on the increase or decrease of registered capital of ICBC; formulating fundamental management rules on risk management and internal control, and supervising the implementation of these rules, appointing or removing the President, and based on the President’s nomination, appointing or removing Senior Executive Vice Presidents and other Senior Management members (except the Board Secretary), and deciding on their remuneration, rewards and sanctions; deciding on authorizing the President to set up relevant internal institutions of ICBC, managing information disclosure of ICBC; and supervising and overseeing the Senior Management.	董事会负责召集股东大会；执行股东大会决议；决定公司的经营计划、投资方案和发展战略；制订公司年度财务预算方案、决算方案；制订公司的利润分配方案和弥补亏损方案；制订公司增加或者减少注册资本的方案；制定公司风险管理、内部控制等基本管理制度，并监督制度的执行情况；聘请或解聘行长，并根据行长提名聘任或解聘副行长及其他高级管理人员（董事会秘书除外），并决定其报酬和奖惩事项；决定或授权行长决定行内相关机构的设置；管理本行信息披露；对高级管理层实施监督等。	sample1-en-sample1-zh
The Board of Directors has established six special committees, namely, the Strategy Committee, the Audit Committee, the Risk Management Committee, the Nomination Committee, the Compensation Committee and the Related Party Transactions Control Committee.	董事会下设六个专门委员会：战略委员会、审计委员会、风险管理委员会、提名委员会、薪酬委员会、关联交易控制委员会。	sample1-en-sample1-zh
As the supervisory organ of ICBC, the Board of Supervisors is accountable to, and shall report to, the Shareholders’ General Meeting.	监事会是工商银行的监督机构，向股东大会负责并报告工作。	sample1-en-sample1-zh
The Board of Supervisors is responsible for, among others, supervising the performance and due diligence of Directors and Senior Management members; supervising the performance of duties of the Board of Directors and the Senior Management; conducting audits on retiring or resigning Directors and Senior Management members when necessary; examining and supervising ICBC’s financial activities; examining financial information such as financial report, business report and profit distribution plan to be submitted to the Shareholders’ General Meeting by the Board of Directors; examining and supervising business decisions, risk management and internal control of ICBC, and providing guidance to the internal audit departments of ICBC, formulating performance assessment measures for supervisors, assessing the performance and conduct of supervisors, and reporting to the Shareholders’ General Meeting for approval; presenting proposals to the Shareholders’ General Meeting; proposing to convene extraordinary general meetings, and convening and presiding over such meetings in case the Board of Directors fails to perform its duty of convening shareholders’ general meeting; proposing to convene interim meetings of the Board of Directors, etc.	监事会负责对董事和高级管理人员的履职行为和尽职情况进行监督；监督董事会、高级管理层履行职责的情况；根据需要对董事和高级管理人员进行离任审计；检查、监督公司的财务活动；审核董事会拟提交股东大会的财务报告、营业报告和利润分配方案等财务资料；对公司的经营决策、风险管理和内部控制等进行检查监督并指导公司内部审计部门工作；拟定监事的履职评价办法，对监事进行履职评价，并报股东大会决定；向股东大会提出议案；提议召开临时股东大会，在董事会不履行召集股东会议的职责时，召集并主持临时股东大会；提议召开董事会临时会议等。	sample1-en-sample1-zh
The Board of Supervisors has the Supervision Committee.	监事会下设监督委员会。	sample1-en-sample1-zh
As the executive organ of ICBC, the Senior Management is accountable to the Board of Directors.	高级管理层是工商银行的执行机构，对董事会负责。	sample1-en-sample1-zh
The Senior Management is responsible for, among others, carrying out operational management of ICBC; organizing the implementation of business plan and investment plan approved by the Board of Directors; formulating detailed regulations and rules for operational management; formulating proposals on remuneration distribution and performance assessment for heads of internal departments and branches of ICBC; reporting operating results to the Board of Directors and the Board of Supervisors; preparing the annual financial budget, final accounts, profit distribution plans and loss recovery plans, and proposals on the increase or decrease of registered capital, issuance or listing of bonds, and making recommendations to the Board of Directors.	高级管理层负责公司的营运管理，组织实施经董事会批准的经营计划和投资方案，制定公司经营管理的具体规章制度，制订公司内设部门和分支机构负责人薪酬分配方案和绩效考核方案，向董事会、监事会报告经营业绩，拟订公司的年度财务预算、决算方案，利润分配方案和弥补亏损方案，增加或者减少注册资本、发行债券或者其他债券上市方案，并向董事会提出建议等。	sample1-en-sample1-zh
Sound corporate governance is the key to stable operation of the banking sector and even the entire financial system, and is also one of the most important determinants of a bank’s development.	良好的公司治理是银行业乃至整个金融体系稳健运行的关键所在，也是决定一家银行能走多快、走多远的根本因素。	sample1-en-sample1-zh
ICBC pursues the improvement of corporate governance as a basic project of enhancing core competitiveness, continues to improve the corporate governance mechanism of “clear boundaries of responsibilities, orderly checks and balances and coordination, democratic and scientific decisions, efficient and normative operation and timely and transparent disclosure”, and makes efforts toward the vision of “becoming a global leading bank with the best profitability, performance and prestige”. SectIon Three	工商银行坚持把完善公司治理作为增强核心竞争力的基础工程，不断完善“职责边界清晰、制衡协作有序、决策民主科学、运行高效规范、信息及时透明”的公司治理机制；为实现“最盈利、最优秀、最受尊重的国际一流现代金融企业”的愿景而努力。	sample1-en-sample1-zh
Status Quo of Internationalization	第三节 国际化发展现状	sample1-en-sample1-zh
